course_code,year,title,credit_points_min,credit_points_max,terms_offered,prereq_codes,incompatibility_codes,academic_career,mode_of_delivery,url
COMP3425,2027,Data Mining,6,6,UNKNOWN,COMP1100|COMP1130|COMP1730|COMP2400,COMP3420|COMP8400|COMP8410|COMP8910,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/COMP3425
COMP3430,2017,Data Wrangling,6,6,UNKNOWN,COMP1030|COMP1100|COMP1130|COMP1730|COMP1040|COMP1110|COMP1140,,UGRD,In Person,https://programsandcourses.anu.edu.au/2017/course/COMP3430
COMP3430,2018,Data Wrangling,6,6,S2,COMP1030|COMP1100|COMP1130|COMP1730|COMP1040|COMP1110|COMP1140,,UGRD,In Person,https://programsandcourses.anu.edu.au/2018/course/COMP3430
COMP3430,2019,Data Wrangling,6,6,S2,COMP1030|COMP1100|COMP1130|COMP1730|COMP1040|COMP1110|COMP1140,,UGRD,In Person,https://programsandcourses.anu.edu.au/2019/course/COMP3430
COMP3430,2020,Data Wrangling,6,6,S2,COMP1030|COMP1100|COMP1130|COMP1730|COMP1040|COMP1110|COMP1140|COMP2400,,UGRD,In Person,https://programsandcourses.anu.edu.au/2020/course/COMP3430
COMP3430,2021,Data Wrangling,6,6,S2,COMP1030|COMP1100|COMP1130|COMP1730|COMP1040|COMP1110|COMP1140|COMP2400,,UGRD,In Person,https://programsandcourses.anu.edu.au/2021/course/COMP3430
COMP3430,2022,Data Wrangling,6,6,S2,COMP1030|COMP1100|COMP1130|COMP1730|COMP1040|COMP1110|COMP1140|COMP2400,,UGRD,In Person,https://programsandcourses.anu.edu.au/2022/course/COMP3430
COMP3430,2024,Data Wrangling,6,6,S2,COMP1100|COMP1130|COMP1730|COMP1110|COMP1140|COMP2400,COMP8430|COMP8930,UGRD,In Person,https://programsandcourses.anu.edu.au/2024/course/COMP3430
COMP3430,2025,Data Wrangling,6,6,S2,COMP1100|COMP1130|COMP1730|COMP1110|COMP1140|COMP2400,COMP8430|COMP8930,UGRD,In Person,https://programsandcourses.anu.edu.au/2025/course/COMP3430
COMP3430,2026,Data Wrangling,6,6,S2,COMP1100|COMP1130|COMP1730|COMP1110|COMP1140|COMP2400,COMP8430|COMP8930,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/COMP3430
COMP3430,2027,Data Wrangling,6,6,S2,COMP1100|COMP1130|COMP1730|COMP1110|COMP1140|COMP2400,COMP8430|COMP8930,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/COMP3430
COMP3500,2014,Software Engineering Project,6,6,S1|S2,COMP2500|COMP2130|COMP2510|COMP3100,,UGRD,In Person,https://programsandcourses.anu.edu.au/2014/course/COMP3500
COMP3500,2015,Software Engineering Project,6,6,S1|S2,COMP2500|COMP2130|COMP2510|COMP3100,,UGRD,In Person,https://programsandcourses.anu.edu.au/2015/course/COMP3500
COMP3500,2016,Software Engineering Project,6,6,S1|S2,COMP2500|COMP2130|COMP2510|COMP3100,,UGRD,In Person,https://programsandcourses.anu.edu.au/2016/course/COMP3500
COMP3500,2017,Software Engineering Project,6,6,S1|S2,COMP2500|COMP2100|COMP2120|COMP2130|COMP2510|COMP3100,,UGRD,In Person,https://programsandcourses.anu.edu.au/2017/course/COMP3500
COMP3500,2018,Software Engineering Project,6,6,S1|S2,COMP2500|COMP2100|COMP2120|COMP2130|COMP2510|COMP3100,,UGRD,In Person,https://programsandcourses.anu.edu.au/2018/course/COMP3500
COMP3500,2019,Software Engineering Project,6,6,S1|S2,COMP2500|COMP2100|COMP2120|COMP2130|COMP2510|COMP3100,,UGRD,In Person,https://programsandcourses.anu.edu.au/2019/course/COMP3500
COMP3500,2020,Software Engineering Project,6,6,S1|S2,COMP2500|COMP2100|COMP2120|COMP2130|COMP2510|COMP3100,,UGRD,In Person,https://programsandcourses.anu.edu.au/2020/course/COMP3500
COMP3500,2021,Software Engineering Project,6,6,S1|S2,COMP2500|COMP2100|COMP2120|COMP2130|COMP2510|COMP3100,,UGRD,In Person,https://programsandcourses.anu.edu.au/2021/course/COMP3500
COMP3500,2022,Software Engineering Project,6,6,S1|S2,COMP2500|COMP2100|COMP2120|COMP2130|COMP2510|COMP3100,,UGRD,In Person,https://programsandcourses.anu.edu.au/2022/course/COMP3500
COMP3500,2023,Software Engineering Project,6,6,S1|S2,COMP2500|COMP2100|COMP2120|COMP2130|COMP2510|COMP3100,,UGRD,In Person,https://programsandcourses.anu.edu.au/2023/course/COMP3500
COMP3500,2024,Software Engineering Project,6,6,S1|S2,COMP2500|COMP2100|COMP2120|COMP2130|COMP3100|COMP3820,,UGRD,In Person,https://programsandcourses.anu.edu.au/2024/course/COMP3500
COMP3500,2025,Software Engineering Project,6,6,S1|S2,COMP2100|COMP2120|COMP3100|COMP3820|COMP4500,,UGRD,In Person,https://programsandcourses.anu.edu.au/2025/course/COMP3500
COMP3500,2026,Software Engineering Project,6,6,S1|S2,COMP2100|COMP2120|COMP3100|COMP3820|COMP4500|COMP4820,,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/COMP3500
COMP3500,2027,Software Engineering Project,6,6,S1|S2,COMP2100|COMP2120|COMP3100|COMP3820|COMP4500|COMP4820,,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/COMP3500
COMP3540,2023,Game Development,6,6,S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2023/course/COMP3540
COMP3540,2024,Game Development,6,6,S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2024/course/COMP3540
COMP3540,2025,Game Development,6,6,UNKNOWN,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2025/course/COMP3540
COMP3540,2026,Game Development,6,6,UNKNOWN,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/COMP3540
COMP3540,2027,Game Development,6,6,UNKNOWN,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/COMP3540
COMP3600,2014,Algorithms,6,6,S2,COMP1100|COMP1140|COMP1510|COMP2600,,UGRD,In Person,https://programsandcourses.anu.edu.au/2014/course/COMP3600
COMP3600,2015,Algorithms,6,6,S2,COMP1110|COMP1140|COMP1510|COMP2600|COMP6466,,UGRD,In Person,https://programsandcourses.anu.edu.au/2015/course/COMP3600
COMP3600,2016,Algorithms,6,6,S2,COMP1110|COMP1140|COMP1510|COMP2600|COMP6466,,UGRD,In Person,https://programsandcourses.anu.edu.au/2016/course/COMP3600
COMP3600,2017,Algorithms,6,6,S2,COMP1110|COMP1140|COMP1510|COMP1600|COMP2600|COMP6466,,UGRD,In Person,https://programsandcourses.anu.edu.au/2017/course/COMP3600
COMP3600,2018,Algorithms,6,6,S2,COMP1110|COMP1140|COMP1510|COMP1600|COMP2600|COMP6466,,UGRD,In Person,https://programsandcourses.anu.edu.au/2018/course/COMP3600
COMP3600,2019,Algorithms,6,6,S2,COMP1110|COMP1140|COMP1510|COMP1600|COMP2600|COMP6466,,UGRD,In Person,https://programsandcourses.anu.edu.au/2019/course/COMP3600
COMP3600,2020,Algorithms,6,6,S2,COMP1110|COMP1140|COMP1510|COMP1600|COMP2600|COMP6466,,UGRD,In Person,https://programsandcourses.anu.edu.au/2020/course/COMP3600
COMP3600,2021,Algorithms,6,6,S2,COMP1110|COMP1140|COMP1510|COMP1600|COMP2600|COMP6466,,UGRD,In Person,https://programsandcourses.anu.edu.au/2021/course/COMP3600
COMP3600,2022,Algorithms,6,6,S2,COMP1110|COMP1140|COMP1510|COMP1600|COMP2600|COMP6466,,UGRD,In Person,https://programsandcourses.anu.edu.au/2022/course/COMP3600
COMP3600,2023,Algorithms,6,6,S2,COMP1110|COMP1140|COMP1600|COMP6466,,UGRD,In Person,https://programsandcourses.anu.edu.au/2023/course/COMP3600
COMP3600,2024,Algorithms,6,6,S2,COMP1110|COMP1140|COMP1600|COMP6466,,UGRD,In Person,https://programsandcourses.anu.edu.au/2024/course/COMP3600
COMP3600,2025,Algorithms,6,6,S2,COMP1110|COMP1140|COMP1600|COMP6466,,UGRD,In Person,https://programsandcourses.anu.edu.au/2025/course/COMP3600
COMP3600,2026,Algorithms,6,6,S2,COMP1600|COMP6466,,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/COMP3600
COMP3600,2027,Algorithms,6,6,S2,COMP1600|COMP6466,,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/COMP3600
COMP3610,2014,Principles of Programming Languages,6,6,UNKNOWN,COMP2300|COMP2600,,UGRD,In Person,https://programsandcourses.anu.edu.au/2014/course/COMP3610
COMP3610,2015,Principles of Programming Languages,6,6,S2,COMP2300|COMP2600,,UGRD,In Person,https://programsandcourses.anu.edu.au/2015/course/COMP3610
COMP3610,2016,Principles of Programming Languages,6,6,UNKNOWN,COMP2300|COMP2600,,UGRD,In Person,https://programsandcourses.anu.edu.au/2016/course/COMP3610
COMP3610,2017,Principles of Programming Languages,6,6,S2,COMP2300|COMP2600,COMP6361,UGRD,In Person,https://programsandcourses.anu.edu.au/2017/course/COMP3610
COMP3610,2018,Principles of Programming Languages,6,6,S2,COMP2300|COMP2600,COMP6361,UGRD,In Person,https://programsandcourses.anu.edu.au/2018/course/COMP3610
COMP3610,2019,Principles of Programming Languages,6,6,UNKNOWN,COMP2300|COMP2600,COMP6361,UGRD,In Person,https://programsandcourses.anu.edu.au/2019/course/COMP3610
COMP3610,2020,Principles of Programming Languages,6,6,UNKNOWN,COMP2300|COMP2600,COMP6361,UGRD,In Person,https://programsandcourses.anu.edu.au/2020/course/COMP3610
COMP3610,2021,Principles of Programming Languages,6,6,S2,COMP2300|COMP1600,COMP6361,UGRD,In Person,https://programsandcourses.anu.edu.au/2021/course/COMP3610
COMP3610,2022,Principles of Programming Languages,6,6,UNKNOWN,COMP2300|COMP1600,COMP6361,UGRD,In Person,https://programsandcourses.anu.edu.au/2022/course/COMP3610
COMP3610,2023,Principles of Programming Languages,6,6,S2,COMP2100|COMP1600,COMP6361,UGRD,In Person,https://programsandcourses.anu.edu.au/2023/course/COMP3610
COMP3610,2024,Principles of Programming Languages,6,6,UNKNOWN,COMP2100|COMP1600,COMP6361,UGRD,In Person,https://programsandcourses.anu.edu.au/2024/course/COMP3610
COMP3610,2025,Principles of Programming Languages,6,6,S2,COMP2100|COMP1600,COMP6361,UGRD,In Person,https://programsandcourses.anu.edu.au/2025/course/COMP3610
COMP3610,2026,Principles of Programming Languages,6,6,UNKNOWN,COMP2100|COMP1600|MATH1003,COMP6361,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/COMP3610
COMP3610,2027,Principles of Programming Languages,6,6,S2,COMP2100|COMP1600|MATH1003,COMP6361,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/COMP3610
COMP3620,2014,Artificial Intelligence,6,6,S1,COMP1100|COMP1130|COMP1110|COMP1140|COMP1510|COMP2620|COMP2600,,UGRD,In Person,https://programsandcourses.anu.edu.au/2014/course/COMP3620
COMP3620,2015,Artificial Intelligence,6,6,S1,COMP1100|COMP1130|COMP1110|COMP1140|COMP1510|COMP2620|COMP2600,,UGRD,In Person,https://programsandcourses.anu.edu.au/2015/course/COMP3620
COMP3620,2016,Artificial Intelligence,6,6,S1,COMP1100|COMP1130|COMP1110|COMP1140|COMP1510|COMP2620|COMP2600,,UGRD,In Person,https://programsandcourses.anu.edu.au/2016/course/COMP3620
COMP3620,2017,Artificial Intelligence,6,6,S1,COMP1100|COMP1130|COMP1110|COMP1140|COMP1510|COMP2620|COMP2600,COMP6320,UGRD,In Person,https://programsandcourses.anu.edu.au/2017/course/COMP3620
COMP3620,2018,Artificial Intelligence,6,6,S1,COMP1100|COMP1130|COMP1110|COMP1140|COMP1510|COMP2620|COMP2600,COMP6320,UGRD,In Person,https://programsandcourses.anu.edu.au/2018/course/COMP3620
COMP3620,2019,Artificial Intelligence,6,6,S1,COMP1110|COMP1140|COMP2620,COMP6320,UGRD,In Person,https://programsandcourses.anu.edu.au/2019/course/COMP3620
COMP3620,2020,Artificial Intelligence,6,6,S1,COMP1110|COMP1140|COMP2620,COMP6320,UGRD,In Person,https://programsandcourses.anu.edu.au/2020/course/COMP3620
COMP3620,2021,Artificial Intelligence,6,6,S1,COMP1110|COMP1140|COMP2620,COMP6320,UGRD,In Person,https://programsandcourses.anu.edu.au/2021/course/COMP3620
COMP3620,2022,Artificial Intelligence,6,6,S1,COMP1110|COMP1140|COMP2620,COMP6320,UGRD,In Person,https://programsandcourses.anu.edu.au/2022/course/COMP3620
COMP3620,2023,Artificial Intelligence,6,6,S1,COMP1110|COMP1140|COMP2620,COMP6320,UGRD,In Person,https://programsandcourses.anu.edu.au/2023/course/COMP3620
COMP3620,2024,Artificial Intelligence,6,6,S1,COMP1110|COMP1140|COMP2620,COMP6320,UGRD,In Person,https://programsandcourses.anu.edu.au/2024/course/COMP3620
COMP3620,2025,Artificial Intelligence,6,6,S1,COMP1110|COMP2620,COMP6320,UGRD,In Person,https://programsandcourses.anu.edu.au/2025/course/COMP3620
COMP3620,2026,Artificial Intelligence,6,6,S1,COMP1110|COMP2620,COMP6320,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/COMP3620
COMP3620,2027,Artificial Intelligence,6,6,S1,COMP1110|COMP2620,COMP6320,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/COMP3620
COMP3630,2014,Theory of Computation,6,6,S1,COMP1140|COMP2600,,UGRD,In Person,https://programsandcourses.anu.edu.au/2014/course/COMP3630
COMP3630,2015,Theory of Computation,6,6,UNKNOWN,COMP1140|COMP2600,,UGRD,In Person,https://programsandcourses.anu.edu.au/2015/course/COMP3630
COMP3630,2016,Theory of Computation,6,6,S1,COMP1140|COMP2600,,UGRD,In Person,https://programsandcourses.anu.edu.au/2016/course/COMP3630
COMP3630,2017,Theory of Computation,6,6,UNKNOWN,COMP1140|COMP2600,COMP6363,UGRD,In Person,https://programsandcourses.anu.edu.au/2017/course/COMP3630
COMP3630,2018,Theory of Computation,6,6,S1,COMP1110|COMP1140|COMP1600|COMP2600,COMP6363,UGRD,In Person,https://programsandcourses.anu.edu.au/2018/course/COMP3630
COMP3630,2019,Theory of Computation,6,6,UNKNOWN,COMP1110|COMP1140|COMP1600|COMP2600,COMP6363,UGRD,In Person,https://programsandcourses.anu.edu.au/2019/course/COMP3630
COMP3630,2020,Theory of Computation,6,6,S1,COMP1110|COMP1140|COMP1600|COMP2600,COMP6363,UGRD,In Person,https://programsandcourses.anu.edu.au/2020/course/COMP3630
COMP3630,2021,Theory of Computation,6,6,UNKNOWN,COMP1110|COMP1140|COMP1600|COMP2600,COMP6363,UGRD,In Person,https://programsandcourses.anu.edu.au/2021/course/COMP3630
COMP3630,2022,Theory of Computation,6,6,S1,COMP1110|COMP1140|COMP1600|COMP2600,COMP6363,UGRD,In Person,https://programsandcourses.anu.edu.au/2022/course/COMP3630
COMP3630,2023,Theory of Computation,6,6,S1,COMP1110|COMP1140|COMP1600|COMP2600,COMP6363,UGRD,In Person,https://programsandcourses.anu.edu.au/2023/course/COMP3630
COMP3630,2024,Theory of Computation,6,6,S1,COMP1110|COMP1140|COMP1600|COMP2600,COMP6363,UGRD,In Person,https://programsandcourses.anu.edu.au/2024/course/COMP3630
COMP3630,2025,Theory of Computation,6,6,S1,COMP1110|COMP1140|COMP1600|COMP2600,COMP6363,UGRD,In Person,https://programsandcourses.anu.edu.au/2025/course/COMP3630
COMP3630,2026,Theory of Computation,6,6,S1,COMP1600,COMP6363,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/COMP3630
COMP3630,2027,Theory of Computation,6,6,S1,COMP1600,COMP6363,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/COMP3630
COMP3670,2019,Introduction to Machine Learning,6,6,S2,COMP1110|COMP1140,COMP6670,UGRD,In Person,https://programsandcourses.anu.edu.au/2019/course/COMP3670
COMP3670,2020,Introduction to Machine Learning,6,6,S2,COMP1110|COMP1140,COMP6670,UGRD,In Person,https://programsandcourses.anu.edu.au/2020/course/COMP3670
COMP3670,2021,Introduction to Machine Learning,6,6,S2,COMP1110|COMP1140,COMP6670,UGRD,In Person,https://programsandcourses.anu.edu.au/2021/course/COMP3670
COMP3670,2023,Introduction to Machine Learning,6,6,S2,COMP1110|COMP1140,COMP6670,UGRD,In Person,https://programsandcourses.anu.edu.au/2023/course/COMP3670
COMP3670,2024,Introduction to Machine Learning,6,6,S2,COMP1110|COMP1140,COMP6670,UGRD,In Person,https://programsandcourses.anu.edu.au/2024/course/COMP3670
COMP3670,2025,Introduction to Machine Learning,6,6,S2,COMP1110|COMP1140,COMP6670,UGRD,In Person,https://programsandcourses.anu.edu.au/2025/course/COMP3670
COMP3670,2026,Introduction to Machine Learning,6,6,S2,COMP1110|COMP1140,COMP6670,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/COMP3670
COMP3670,2027,Introduction to Machine Learning,6,6,S2,COMP1110|COMP1140,COMP6670,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/COMP3670
COMP3703,2021,Software Security,6,6,S1,COMP2300|COMP2700,COMP2710,UGRD,In Person,https://programsandcourses.anu.edu.au/2021/course/COMP3703
COMP3703,2022,Software Security,6,6,S1,COMP2300|COMP2700,COMP2710,UGRD,In Person,https://programsandcourses.anu.edu.au/2022/course/COMP3703
COMP3703,2023,Software Security,6,6,S1,COMP2300|COMP2700,COMP2710,UGRD,In Person,https://programsandcourses.anu.edu.au/2023/course/COMP3703
COMP3703,2024,Software Security,6,6,S1,COMP2300|ENGN2219|COMP2700,COMP2710,UGRD,In Person,https://programsandcourses.anu.edu.au/2024/course/COMP3703
COMP3703,2025,Software Security,6,6,S1,COMP2300|ENGN2219|COMP2700,COMP2710,UGRD,In Person,https://programsandcourses.anu.edu.au/2025/course/COMP3703
COMP3703,2026,Software Security,6,6,UNKNOWN,COMP2300|ENGN2219|COMP2700,COMP2710,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/COMP3703
COMP3703,2027,Software Security,6,6,UNKNOWN,COMP2300|ENGN2219|COMP2700,COMP2710,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/COMP3703
COMP3704,2021,Network Security,6,6,S2,COMP2700|COMP3310,,UGRD,In Person,https://programsandcourses.anu.edu.au/2021/course/COMP3704
COMP3704,2022,Network Security,6,6,S2,COMP2700|COMP3310,,UGRD,In Person,https://programsandcourses.anu.edu.au/2022/course/COMP3704
COMP3704,2023,Network Security,6,6,S2,COMP2700|COMP3310,,UGRD,In Person,https://programsandcourses.anu.edu.au/2023/course/COMP3704
COMP3704,2024,Network Security,6,6,S2,COMP2700|COMP3310|ENGN3539,,UGRD,In Person,https://programsandcourses.anu.edu.au/2024/course/COMP3704
COMP3704,2025,Network Security,6,6,S2,COMP2700|COMP3310|ENGN3539,,UGRD,In Person,https://programsandcourses.anu.edu.au/2025/course/COMP3704
COMP3704,2026,Network Security,6,6,S2,COMP2700|COMP3310|ENGN3539,COMP6034,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/COMP3704
COMP3704,2027,Network Security,6,6,S2,COMP2700|COMP3310|ENGN3539,COMP6034,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/COMP3704
COMP3710,2014,Topics in Computer Science,6,6,S1|S2|SUMMER|SPRING,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2014/course/COMP3710
COMP3710,2015,Topics in Computer Science,6,6,S1|S2|SUMMER|SPRING,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2015/course/COMP3710
COMP3710,2016,Topics in Computer Science,6,6,S1|S2|SPRING,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2016/course/COMP3710
COMP3710,2017,Topics in Computer Science,6,6,S1|S2|SUMMER|WINTER|AUTUMN|SPRING,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2017/course/COMP3710
COMP3710,2018,Topics in Computer Science,6,6,S1|S2|SUMMER|WINTER|SPRING,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2018/course/COMP3710
COMP3710,2019,Topics in Computer Science,6,6,S1|S2|SUMMER|SPRING,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2019/course/COMP3710
COMP3710,2020,Topics in Computer Science,6,6,S1|WINTER|SPRING,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2020/course/COMP3710
COMP3710,2021,Topics in Computer Science,6,6,S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2021/course/COMP3710
COMP3710,2022,Topics in Computer Science,6,6,S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2022/course/COMP3710
COMP3710,2023,Topics in Computer Science,6,6,S1|WINTER,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2023/course/COMP3710
COMP3710,2024,Topics in Computer Science,6,6,SUMMER|SPRING,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2024/course/COMP3710
COMP3710,2025,Topics in Computer Science,6,6,UNKNOWN,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2025/course/COMP3710
COMP3710,2026,Topics in Computer Science,6,6,UNKNOWN,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/COMP3710
COMP3710,2027,Topics in Computer Science,6,6,UNKNOWN,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/COMP3710
COMP3740,2014,Project Work in Computing,6,6,S1|S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2014/course/COMP3740
COMP3740,2015,Project Work in Computing,6,6,S1|S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2015/course/COMP3740
COMP3740,2016,Project Work in Computing,6,6,S1|S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2016/course/COMP3740
COMP3740,2017,Project Work in Computing,6,6,S1|S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2017/course/COMP3740
COMP3740,2018,Project Work in Computing,6,6,S1|S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2018/course/COMP3740
COMP3740,2019,Project Work in Computing,6,6,S1|S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2019/course/COMP3740
COMP3740,2020,Project Work in Computing,6,6,S1|S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2020/course/COMP3740
COMP3740,2021,Project Work in Computing,6,6,S1|S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2021/course/COMP3740
COMP3740,2022,Project Work in Computing,6,6,S1|S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2022/course/COMP3740
COMP3740,2023,Project Work in Computing,6,6,S1|S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2023/course/COMP3740
COMP3740,2024,Individual Project,6,6,S1|S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2024/course/COMP3740
COMP3740,2025,Individual Project,6,6,S1|S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2025/course/COMP3740
COMP3740,2026,Individual Project,6,6,S1|S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/COMP3740
COMP3740,2027,Individual Project,6,6,S1|S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/COMP3740
COMP3770,2017,Individual Research Project,6,6,UNKNOWN,COMP2550,,UGRD,In Person,https://programsandcourses.anu.edu.au/2017/course/COMP3770
COMP3770,2018,Individual Research Project,6,6,S1|S2,COMP2550,,UGRD,In Person,https://programsandcourses.anu.edu.au/2018/course/COMP3770
COMP3770,2019,Individual Research Project,6,6,S1|S2,COMP2550,,UGRD,In Person,https://programsandcourses.anu.edu.au/2019/course/COMP3770
COMP3770,2020,Individual Research Project,6,6,S1|S2,COMP2550,,UGRD,In Person,https://programsandcourses.anu.edu.au/2020/course/COMP3770
COMP3770,2021,Individual Research Project,6,6,S1|S2,COMP2550,,UGRD,In Person,https://programsandcourses.anu.edu.au/2021/course/COMP3770
COMP3770,2022,Individual Research Project,6,6,S1|S2,COMP2550,,UGRD,In Person,https://programsandcourses.anu.edu.au/2022/course/COMP3770
COMP3770,2023,Individual Research Project,6,6,S1|S2,COMP2550,,UGRD,In Person,https://programsandcourses.anu.edu.au/2023/course/COMP3770
COMP3770,2024,Computing Research Project (R&D),6,6,S1|S2,COMP2550,,UGRD,In Person,https://programsandcourses.anu.edu.au/2024/course/COMP3770
COMP3770,2025,Computing Research Project (R&D),6,6,S1|S2,COMP2550,,UGRD,In Person,https://programsandcourses.anu.edu.au/2025/course/COMP3770
COMP3770,2026,Computing Research Project (R&D),6,6,S1|S2,COMP2550,,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/COMP3770
COMP3770,2027,Computing Research Project (R&D),6,6,S1|S2,COMP2550,,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/COMP3770
COMP3820,2014,Software Engineering Internship,24,24,S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2014/course/COMP3820
COMP3820,2015,Software Engineering Internship,24,24,S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2015/course/COMP3820
COMP3820,2016,Software Engineering Internship,24,24,S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2016/course/COMP3820
COMP3820,2017,Computer Science & Software Engineering Internship,6,24,S1|S2|SUMMER|WINTER|AUTUMN|SPRING,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2017/course/COMP3820
COMP3820,2018,Computer Science & Software Engineering Internship,6,24,S1|S2|SUMMER|WINTER|AUTUMN|SPRING,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2018/course/COMP3820
COMP3820,2019,Computer Science & Software Engineering Internship,6,24,S1|S2|SPRING,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2019/course/COMP3820
COMP3820,2020,Computing Internship,12,12,S1|S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2020/course/COMP3820
COMP3820,2021,Computing Internship,12,12,S2,COMP2100|COMP2120,,UGRD,In Person,https://programsandcourses.anu.edu.au/2021/course/COMP3820
COMP3820,2022,Computing Internship,12,12,S1|S2,COMP2100|COMP2120,,UGRD,In Person,https://programsandcourses.anu.edu.au/2022/course/COMP3820
COMP3820,2023,Computing Internship,12,12,S1|S2,COMP2100|COMP2120,,UGRD,In Person,https://programsandcourses.anu.edu.au/2023/course/COMP3820
COMP3820,2026,Computing Internship,12,12,UNKNOWN,COMP2100|COMP2120|COMP3500,,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/COMP3820
COMP3820,2027,Computing Internship,12,12,UNKNOWN,COMP2100|COMP2120|COMP3500,,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/COMP3820
COMP3900,2014,Human Computer Interface Design and Evaluation,6,6,S2,COMP1110|COMP1140|COMP1510,,UGRD,In Person,https://programsandcourses.anu.edu.au/2014/course/COMP3900
COMP3900,2015,Human Computer Interface Design and Evaluation,6,6,S2,COMP1110|COMP1140|COMP1510,,UGRD,In Person,https://programsandcourses.anu.edu.au/2015/course/COMP3900
COMP3900,2016,Human Computer Interface Design and Evaluation,6,6,S2,COMP1110|COMP1140|COMP1510,,UGRD,In Person,https://programsandcourses.anu.edu.au/2016/course/COMP3900
COMP3900,2017,Human Computer Interface Design and Evaluation,6,6,S2,COMP1110|COMP1140|COMP1510,COMP6390,UGRD,In Person,https://programsandcourses.anu.edu.au/2017/course/COMP3900
COMP3900,2018,Human Computer Interface Design and Evaluation,6,6,S2,COMP1110|COMP1140|COMP1510,COMP6390,UGRD,In Person,https://programsandcourses.anu.edu.au/2018/course/COMP3900
COMP3900,2019,Human Computer Interface Design and Evaluation,6,6,S2,COMP1110|COMP1140|COMP1510,COMP6390,UGRD,In Person,https://programsandcourses.anu.edu.au/2019/course/COMP3900
COMP3900,2020,Human Computer Interface Design and Evaluation,6,6,S2,COMP1110|COMP1140|COMP1510,COMP6390,UGRD,In Person,https://programsandcourses.anu.edu.au/2020/course/COMP3900
