course_code,year,title,credit_points_min,credit_points_max,terms_offered,prereq_codes,incompatibility_codes,academic_career,mode_of_delivery,url
PHYS1001,2014,Foundations of Physics,6,6,S1,,PHYS1101|PHYS1201,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1001
PHYS1001,2015,Foundations of Physics,6,6,S1,,PHYS1101|PHYS1201,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1001
PHYS1001,2016,Foundations of Physics,6,6,S1,,PHYS1101|PHYS1201,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1001
PHYS1001,2017,Foundations of Physics,6,6,S1,,PHYS1101|PHYS1201,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1001
PHYS1001,2018,Foundations of Physics,6,6,S1,,PHYS1101|PHYS1201,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1001
PHYS1001,2019,Foundations of Physics,6,6,S1,,PHYS1101|PHYS1201,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1001
PHYS1001,2020,Foundations of Physics,6,6,S1,,PHYS1101|PHYS1201,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1001
PHYS1001,2021,Foundations of Physics,6,6,S1,,PHYS1101|PHYS1201,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1001
PHYS1001,2022,Foundations of Physics,6,6,S1,,PHYS1101|PHYS1201,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1001
PHYS1001,2023,Foundations of Physics,6,6,S1,,PHYS1101|PHYS1201,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1001
PHYS1001,2024,Foundations of Physics,6,6,S1,,PHYS1101|PHYS1201,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1001
PHYS1001,2025,Foundations of Physics,6,6,S1,,PHYS1101|PHYS1201,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1001
PHYS1001,2026,Foundations of Physics,6,6,S1,,PHYS1101|PHYS1201,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1001
PHYS1001,2027,Foundations of Physics,6,6,S1,,PHYS1101|PHYS1201,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1001
PHYS1101,2014,Physics 1,6,6,S1|S2,MATH1013|MATH1115,,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1101
PHYS1101,2015,Physics 1,6,6,S1|S2,MATH1013|MATH1115,,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1101
PHYS1101,2016,Physics 1,6,6,S1|S2,MATH1013|MATH1115,,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1101
PHYS1101,2017,Physics 1,6,6,S1|S2,MATH1013|MATH1115,,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1101
PHYS1101,2018,Physics 1,6,6,S1|S2,MATH1013|MATH1115,,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1101
PHYS1101,2019,Physics 1,6,6,S1|S2,MATH1013|MATH1115,,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1101
PHYS1101,2020,Physics 1,6,6,S1|S2,MATH1013|MATH1115,,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1101
PHYS1101,2021,Physics 1,6,6,S1|S2,MATH1013|MATH1115,,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1101
PHYS1101,2022,Physics 1,6,6,S1|S2,MATH1013|MATH1115,,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1101
PHYS1101,2023,Physics 1,6,6,S1|S2,MATH1013|MATH1115,,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1101
PHYS1101,2024,Physics 1,6,6,S1|S2,MATH1013|MATH1115,,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1101
PHYS1101,2025,Physics 1,6,6,S1|S2,MATH1013|MATH1115,,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1101
PHYS1101,2026,Physics 1,6,6,S1|S2,MATH1013|MATH1115,,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1101
PHYS1101,2027,Physics 1,6,6,S1|S2,MATH1013|MATH1115,,UGRD,In Person,https://programsandcourses.anu.edu.au/course/phys1101
BIOL3178,2020,Recovering Threatened Species and Ecosystems,6,6,S1,BIOL2131|BIOL2114|BIOL2151|ENVS2001|BIOL2202|ENVS1003,,UGRD,In Person,https://programsandcourses.anu.edu.au/2020/course/BIOL3178
BIOL3178,2021,Recovering Threatened Species and Ecosystems,6,6,S1,BIOL2131|BIOL2114|BIOL2151|ENVS2001|BIOL2202|ENVS1003,,UGRD,In Person,https://programsandcourses.anu.edu.au/2021/course/BIOL3178
BIOL3178,2022,Recovering Threatened Species and Ecosystems,6,6,S1,BIOL2131|BIOL2114|BIOL2151|ENVS2001|BIOL2001|BIOL2202|ENVS1003,BIOL6178,UGRD,In Person,https://programsandcourses.anu.edu.au/2022/course/BIOL3178
BIOL3178,2023,Recovering Threatened Species and Ecosystems,6,6,S1,BIOL2131|BIOL2114|BIOL2151|ENVS2001|BIOL2001|BIOL2202|ENVS1003,BIOL6178,UGRD,In Person,https://programsandcourses.anu.edu.au/2023/course/BIOL3178
BIOL3178,2024,Recovering Threatened Species and Ecosystems,6,6,S1,BIOL2131|BIOL2114|BIOL2151|ENVS2001|BIOL2001|BIOL2202|ENVS1003,BIOL6178,UGRD,In Person,https://programsandcourses.anu.edu.au/2024/course/BIOL3178
BIOL3178,2025,Recovering Threatened Species and Ecosystems,6,6,UNKNOWN,BIOL2131|BIOL2114|BIOL2151|ENVS2001|BIOL2001|BIOL2202|ENVS1003,BIOL6178,UGRD,In Person,https://programsandcourses.anu.edu.au/2025/course/BIOL3178
BIOL3178,2026,Recovering Threatened Species and Ecosystems,6,6,UNKNOWN,BIOL2131|BIOL2114|BIOL2151|ENVS2001|BIOL2001|BIOL2202|ENVS1003,BIOL6178,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/BIOL3178
BIOL3178,2027,Recovering Threatened Species and Ecosystems,6,6,S1,BIOL2131|BIOL2114|BIOL2151|ENVS2001|BIOL2001|BIOL2202|ENVS1003,BIOL6178,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/BIOL3178
COMP1100,2014,Introduction to Programming and Algorithms,6,6,S1,COMP1130,,UGRD,In Person,https://programsandcourses.anu.edu.au/2014/course/COMP1100
COMP1100,2015,Introduction to Programming and Algorithms,6,6,S1,COMP1130,,UGRD,In Person,https://programsandcourses.anu.edu.au/2015/course/COMP1100
COMP1100,2016,Introduction to Programming and Algorithms,6,6,S1,COMP1130,,UGRD,In Person,https://programsandcourses.anu.edu.au/2016/course/COMP1100
COMP1100,2017,Programming as Problem Solving,6,6,S1|S2,COMP1130,,UGRD,In Person,https://programsandcourses.anu.edu.au/2017/course/COMP1100
COMP1100,2018,Programming as Problem Solving,6,6,S1|S2,COMP1130,,UGRD,In Person,https://programsandcourses.anu.edu.au/2018/course/COMP1100
COMP1100,2019,Programming as Problem Solving,6,6,S1|S2,,COMP1130,UGRD,In Person,https://programsandcourses.anu.edu.au/2019/course/COMP1100
COMP1100,2020,Programming as Problem Solving,6,6,S1|S2,,COMP1130,UGRD,In Person,https://programsandcourses.anu.edu.au/2020/course/COMP1100
COMP1100,2021,Programming as Problem Solving,6,6,S1|S2,,COMP1130,UGRD,In Person,https://programsandcourses.anu.edu.au/2021/course/COMP1100
COMP1100,2022,Programming as Problem Solving,6,6,S1|S2,,COMP1130,UGRD,In Person,https://programsandcourses.anu.edu.au/2022/course/COMP1100
COMP1100,2023,Programming as Problem Solving,6,6,S1|S2,,COMP1130,UGRD,In Person,https://programsandcourses.anu.edu.au/2023/course/COMP1100
COMP1100,2024,Programming as Problem Solving,6,6,S1|S2,,COMP1130,UGRD,In Person,https://programsandcourses.anu.edu.au/2024/course/COMP1100
COMP1100,2025,Programming as Problem Solving,6,6,S1|S2,,COMP1130,UGRD,In Person,https://programsandcourses.anu.edu.au/2025/course/COMP1100
COMP1100,2026,Programming as Problem Solving,6,6,S1|S2,,COMP1130,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/COMP1100
COMP1100,2027,Programming as Problem Solving,6,6,S1|S2,,COMP1130,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/COMP1100
COMP1110,2014,Introduction to Software Systems,6,6,S2,COMP1100|COMP1130|COMP1730|COMP1140|COMP1510|COMP2750,,UGRD,In Person,https://programsandcourses.anu.edu.au/2014/course/COMP1110
COMP1110,2015,Introduction to Software Systems,6,6,S2,COMP1100|COMP1130|COMP1730|COMP1140|COMP1510|COMP2750,,UGRD,In Person,https://programsandcourses.anu.edu.au/2015/course/COMP1110
COMP1110,2016,Introduction to Software Systems,6,6,S2,COMP1100|COMP1130|COMP1730|COMP1140|COMP1510|COMP2750,,UGRD,In Person,https://programsandcourses.anu.edu.au/2016/course/COMP1110
COMP1110,2017,Structured Programming,6,6,S2,COMP1100|COMP1130|COMP1730|COMP1140|COMP1510|COMP2140|COMP6710,,UGRD,In Person,https://programsandcourses.anu.edu.au/2017/course/COMP1110
COMP1110,2018,Structured Programming,6,6,S1|S2,COMP1100|COMP1130|COMP1730|COMP1140|COMP1510|COMP2140|COMP6710,,UGRD,In Person,https://programsandcourses.anu.edu.au/2018/course/COMP1110
COMP1110,2019,Structured Programming,6,6,S1|S2,COMP1100|COMP1130|COMP1730|COMP1140|COMP1510|COMP2140|COMP6710,,UGRD,In Person,https://programsandcourses.anu.edu.au/2019/course/COMP1110
COMP1110,2020,Structured Programming,6,6,S1|S2,COMP1100|COMP1130|COMP1730|COMP1140|COMP1510|COMP2140|COMP6710,,UGRD,In Person,https://programsandcourses.anu.edu.au/2020/course/COMP1110
COMP1110,2021,Structured Programming,6,6,S1|S2,COMP1100|COMP1130|COMP1730|COMP1140|COMP1510|COMP2140|COMP6710,,UGRD,In Person,https://programsandcourses.anu.edu.au/2021/course/COMP1110
COMP1110,2022,Structured Programming,6,6,S1|S2,COMP1100|COMP1130|COMP1730|COMP1140|COMP1510|COMP2140|COMP6710,,UGRD,In Person,https://programsandcourses.anu.edu.au/2022/course/COMP1110
COMP1110,2023,Structured Programming,6,6,S1|S2,COMP1100|COMP1130|COMP1730|COMP1140|COMP1510|COMP2140|COMP6710,,UGRD,In Person,https://programsandcourses.anu.edu.au/2023/course/COMP1110
COMP1110,2024,Structured Programming,6,6,S1|S2,COMP1100|COMP1130|COMP1730|COMP1140|COMP1510|COMP2140|COMP6710,,UGRD,In Person,https://programsandcourses.anu.edu.au/2024/course/COMP1110
COMP1110,2025,Structured Programming,6,6,S1|S2,COMP1100|COMP1130|COMP1730|COMP1140|COMP6710,,UGRD,In Person,https://programsandcourses.anu.edu.au/2025/course/COMP1110
COMP1110,2026,Structured Programming,6,6,S1|S2,COMP1100|COMP1130|COMP1730|COMP1140|COMP6710|COMP7710,,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/COMP1110
COMP1110,2027,Structured Programming,6,6,S1|S2,COMP1100|COMP1130|COMP1730|COMP1140|COMP6710|COMP7710,,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/COMP1110
COMP1130,2014,Introduction to Advanced Computing I,6,6,S1,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2014/course/COMP1130
COMP1130,2015,Introduction to Programming and Algorithms (Advanced),6,6,S1,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2015/course/COMP1130
COMP1130,2016,Introduction to Programming and Algorithms (Advanced),6,6,S1,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2016/course/COMP1130
COMP1130,2017,Programming as Problem Solving (Advanced),6,6,S1,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2017/course/COMP1130
COMP1130,2018,Programming as Problem Solving (Advanced),6,6,S1,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2018/course/COMP1130
COMP1130,2019,Programming as Problem Solving (Advanced),6,6,S1,,COMP1100,UGRD,In Person,https://programsandcourses.anu.edu.au/2019/course/COMP1130
COMP1130,2020,Programming as Problem Solving (Advanced),6,6,S1,,COMP1100,UGRD,In Person,https://programsandcourses.anu.edu.au/2020/course/COMP1130
COMP1130,2021,Programming as Problem Solving (Advanced),6,6,S1,,COMP1100,UGRD,In Person,https://programsandcourses.anu.edu.au/2021/course/COMP1130
COMP1130,2022,Programming as Problem Solving (Advanced),6,6,S1,,COMP1100,UGRD,In Person,https://programsandcourses.anu.edu.au/2022/course/COMP1130
COMP1130,2023,Programming as Problem Solving (Advanced),6,6,S1,,COMP1100,UGRD,In Person,https://programsandcourses.anu.edu.au/2023/course/COMP1130
COMP1130,2024,Programming as Problem Solving (Advanced),6,6,S1,,COMP1100,UGRD,In Person,https://programsandcourses.anu.edu.au/2024/course/COMP1130
COMP1130,2025,Programming as Problem Solving (Advanced),6,6,S1,,COMP1100,UGRD,In Person,https://programsandcourses.anu.edu.au/2025/course/COMP1130
COMP1130,2026,Programming as Problem Solving (Advanced),6,6,S1,,COMP1100,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/COMP1130
COMP1130,2027,Programming as Problem Solving (Advanced),6,6,S1,,COMP1100,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/COMP1130
COMP1140,2014,Introduction to Advanced Computing II,6,6,S2,COMP1130|COMP1110|COMP1510,,UGRD,In Person,https://programsandcourses.anu.edu.au/2014/course/COMP1140
COMP1140,2015,Introduction to Software Systems (Advanced),6,6,S2,COMP1130|COMP1110|COMP1510,,UGRD,In Person,https://programsandcourses.anu.edu.au/2015/course/COMP1140
COMP1140,2016,Introduction to Software Systems (Advanced),6,6,S2,COMP1130|COMP1110|COMP1510,,UGRD,In Person,https://programsandcourses.anu.edu.au/2016/course/COMP1140
COMP1140,2017,Structured Programming (Advanced),6,6,S2,COMP1130|COMP1110|COMP1510,,UGRD,In Person,https://programsandcourses.anu.edu.au/2017/course/COMP1140
COMP1140,2018,Structured Programming (Advanced),6,6,S2,COMP1130|COMP1110|COMP1510,,UGRD,In Person,https://programsandcourses.anu.edu.au/2018/course/COMP1140
COMP1140,2019,Structured Programming (Advanced),6,6,S2,COMP1130|COMP1110|COMP1510,,UGRD,In Person,https://programsandcourses.anu.edu.au/2019/course/COMP1140
COMP1140,2020,Structured Programming (Advanced),6,6,S2,COMP1130|COMP1110|COMP1510,,UGRD,In Person,https://programsandcourses.anu.edu.au/2020/course/COMP1140
COMP1140,2021,Structured Programming (Advanced),6,6,S2,COMP1130|COMP1110|COMP1510,,UGRD,In Person,https://programsandcourses.anu.edu.au/2021/course/COMP1140
COMP1140,2022,Structured Programming (Advanced),6,6,S2,COMP1130|COMP1110|COMP1510,,UGRD,In Person,https://programsandcourses.anu.edu.au/2022/course/COMP1140
COMP1140,2023,Structured Programming (Advanced),6,6,S2,COMP1130|COMP1110|COMP1510,,UGRD,In Person,https://programsandcourses.anu.edu.au/2023/course/COMP1140
COMP1140,2024,Structured Programming (Advanced),6,6,S2,COMP1130|COMP1110|COMP1510,,UGRD,In Person,https://programsandcourses.anu.edu.au/2024/course/COMP1140
COMP1140,2025,Structured Programming (Advanced),6,6,S2,COMP1130|COMP1110|COMP6710,,UGRD,In Person,https://programsandcourses.anu.edu.au/2025/course/COMP1140
COMP1140,2026,Structured Programming (Advanced),6,6,S2,COMP1130|COMP1110|COMP6710,,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/COMP1140
COMP1140,2027,Structured Programming (Advanced),6,6,S2,COMP1130|COMP1110|COMP6710,,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/COMP1140
COMP1600,2017,Foundations of Computing,6,6,S2,COMP1100|COMP1130,COMP2600|COMP6260,UGRD,In Person,https://programsandcourses.anu.edu.au/2017/course/COMP1600
COMP1600,2018,Foundations of Computing,6,6,S2,COMP1100|COMP1130,COMP2600|COMP6260,UGRD,In Person,https://programsandcourses.anu.edu.au/2018/course/COMP1600
COMP1600,2019,Foundations of Computing,6,6,S2,COMP1100|COMP1130,COMP2600|COMP6260,UGRD,In Person,https://programsandcourses.anu.edu.au/2019/course/COMP1600
COMP1600,2020,Foundations of Computing,6,6,S2,COMP1100|COMP1130,COMP2600|COMP6260,UGRD,In Person,https://programsandcourses.anu.edu.au/2020/course/COMP1600
COMP1600,2021,Foundations of Computing,6,6,S2,COMP1100|COMP1130,COMP2600|COMP6260,UGRD,In Person,https://programsandcourses.anu.edu.au/2021/course/COMP1600
COMP1600,2022,Foundations of Computing,6,6,S2,COMP1100|COMP1130,COMP2600|COMP6260,UGRD,In Person,https://programsandcourses.anu.edu.au/2022/course/COMP1600
COMP1600,2023,Foundations of Computing,6,6,S2,COMP1100|COMP1130,COMP2600|COMP6260,UGRD,In Person,https://programsandcourses.anu.edu.au/2023/course/COMP1600
COMP1600,2024,Foundations of Computing,6,6,S2,COMP1100|COMP1130,COMP6260,UGRD,In Person,https://programsandcourses.anu.edu.au/2024/course/COMP1600
COMP1600,2025,Foundations of Computing,6,6,S2,COMP1100|COMP1130,COMP6260,UGRD,In Person,https://programsandcourses.anu.edu.au/2025/course/COMP1600
COMP1600,2026,Foundations of Computing,6,6,S2,COMP1100|COMP1130,COMP6260,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/COMP1600
COMP1600,2027,Foundations of Computing,6,6,S2,COMP1100|COMP1130,COMP6260,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/COMP1600
COMP1710,2014,Web Development and Design,6,6,S1,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2014/course/COMP1710
COMP1710,2015,Web Development and Design,6,6,S1,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2015/course/COMP1710
COMP1710,2016,Web Development and Design,6,6,S1,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2016/course/COMP1710
COMP1710,2017,Web Development and Design,6,6,S1,,COMP6780,UGRD,In Person,https://programsandcourses.anu.edu.au/2017/course/COMP1710
COMP1710,2018,Web Development and Design,6,6,S1,,COMP6780,UGRD,In Person,https://programsandcourses.anu.edu.au/2018/course/COMP1710
COMP1710,2019,Web Development and Design,6,6,S1,,COMP6780,UGRD,In Person,https://programsandcourses.anu.edu.au/2019/course/COMP1710
COMP1710,2020,Web Development and Design,6,6,S1,,COMP6780,UGRD,In Person,https://programsandcourses.anu.edu.au/2020/course/COMP1710
COMP1710,2021,Web Development and Design,6,6,S1,,COMP6780,UGRD,In Person,https://programsandcourses.anu.edu.au/2021/course/COMP1710
COMP1710,2022,Web Development and Design,6,6,S2,,COMP6780,UGRD,In Person,https://programsandcourses.anu.edu.au/2022/course/COMP1710
COMP1710,2023,Web Development and Design,6,6,S1,,COMP6780,UGRD,In Person,https://programsandcourses.anu.edu.au/2023/course/COMP1710
COMP1710,2024,Web Development and Design,6,6,S1,,COMP6780,UGRD,In Person,https://programsandcourses.anu.edu.au/2024/course/COMP1710
COMP1710,2025,Web Development and Design,6,6,UNKNOWN,,COMP6780,UGRD,In Person,https://programsandcourses.anu.edu.au/2025/course/COMP1710
COMP1710,2026,Web Development and Design,6,6,UNKNOWN,,COMP6780,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/COMP1710
COMP1710,2027,Web Development and Design,6,6,UNKNOWN,,COMP6780,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/COMP1710
COMP1720,2014,Art and Interaction in New Media,6,6,S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2014/course/COMP1720
COMP1720,2015,Art and Interaction in New Media,6,6,S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2015/course/COMP1720
COMP1720,2016,Art and Interaction in New Media,6,6,S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2016/course/COMP1720
COMP1720,2017,Art and Interaction in New Media,6,6,S2,,COMP6720,UGRD,In Person,https://programsandcourses.anu.edu.au/2017/course/COMP1720
COMP1720,2018,Art and Interaction in New Media,6,6,S2,,COMP6720,UGRD,In Person,https://programsandcourses.anu.edu.au/2018/course/COMP1720
COMP1720,2019,Art and Interaction in New Media,6,6,S2,,COMP6720,UGRD,In Person,https://programsandcourses.anu.edu.au/2019/course/COMP1720
COMP1720,2020,Art and Interaction in New Media,6,6,S2,,COMP6720,UGRD,In Person,https://programsandcourses.anu.edu.au/2020/course/COMP1720
COMP1720,2021,Art and Interaction Computing,6,6,S2,,COMP6720,UGRD,In Person,https://programsandcourses.anu.edu.au/2021/course/COMP1720
COMP1720,2022,Art and Interaction Computing,6,6,S2,,COMP6720,UGRD,In Person,https://programsandcourses.anu.edu.au/2022/course/COMP1720
COMP1720,2023,Art and Interaction Computing,6,6,S2,,COMP6720,UGRD,In Person,https://programsandcourses.anu.edu.au/2023/course/COMP1720
COMP1720,2024,Art and Interaction Computing,6,6,S2,,COMP6720,UGRD,In Person,https://programsandcourses.anu.edu.au/2024/course/COMP1720
COMP1720,2025,Art and Interaction Computing,6,6,UNKNOWN,,COMP6720,UGRD,In Person,https://programsandcourses.anu.edu.au/2025/course/COMP1720
COMP1720,2026,Art and Interaction Computing,6,6,UNKNOWN,,COMP6720,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/COMP1720
COMP1720,2027,Art and Interaction Computing,6,6,UNKNOWN,,COMP6720,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/COMP1720
COMP1730,2014,Programming for Scientists,6,6,S2,,,UGRD,In Person,https://programsandcourses.anu.edu.au/2014/course/COMP1730
COMP1730,2015,Programming for Scientists,6,6,S2,COMP6730,,UGRD,In Person,https://programsandcourses.anu.edu.au/2015/course/COMP1730
COMP1730,2016,Programming for Scientists,6,6,S2,COMP6730,,UGRD,In Person,https://programsandcourses.anu.edu.au/2016/course/COMP1730
COMP1730,2017,Programming for Scientists,6,6,S2,COMP6730,,UGRD,In Person,https://programsandcourses.anu.edu.au/2017/course/COMP1730
COMP1730,2018,Programming for Scientists,6,6,S1|S2,COMP6730,,UGRD,In Person,https://programsandcourses.anu.edu.au/2018/course/COMP1730
COMP1730,2019,Programming for Scientists,6,6,S1|S2,COMP6730,,UGRD,In Person,https://programsandcourses.anu.edu.au/2019/course/COMP1730
COMP1730,2020,Programming for Scientists,6,6,S1|S2,COMP6730,,UGRD,In Person,https://programsandcourses.anu.edu.au/2020/course/COMP1730
COMP1730,2021,Programming for Scientists,6,6,S1|S2,COMP6730,,UGRD,In Person,https://programsandcourses.anu.edu.au/2021/course/COMP1730
COMP1730,2022,Programming for Scientists,6,6,S1|S2,COMP6730,,UGRD,In Person,https://programsandcourses.anu.edu.au/2022/course/COMP1730
COMP1730,2023,Programming for Scientists,6,6,S1|S2,COMP6730,,UGRD,In Person,https://programsandcourses.anu.edu.au/2023/course/COMP1730
COMP1730,2024,Programming for Scientists,6,6,S1|S2,COMP6730,,UGRD,In Person,https://programsandcourses.anu.edu.au/2024/course/COMP1730
COMP1730,2025,Programming for Scientists,6,6,S1|S2,COMP1100|COMP1130|COMP1110|COMP1140|COMP6730,,UGRD,In Person,https://programsandcourses.anu.edu.au/2025/course/COMP1730
COMP1730,2026,Programming for Scientists,6,6,S2,COMP1100|COMP1130|COMP1110|COMP1140|COMP6730,,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/COMP1730
COMP1730,2027,Programming for Scientists,6,6,S2,COMP1100|COMP1130|COMP1110|COMP1140|COMP6730,,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/COMP1730
COMP2100,2014,Software Construction,6,6,S1,COMP1110|COMP1140|COMP1510|COMP2500,,UGRD,In Person,https://programsandcourses.anu.edu.au/2014/course/COMP2100
COMP2100,2015,Software Construction,6,6,S1,COMP1110|COMP1140|COMP1510|COMP2500,,UGRD,In Person,https://programsandcourses.anu.edu.au/2015/course/COMP2100
COMP2100,2016,Software Construction,6,6,S1,COMP1110|COMP1140|COMP1510|COMP2500,,UGRD,In Person,https://programsandcourses.anu.edu.au/2016/course/COMP2100
COMP2100,2017,Software Design Methodologies,6,6,S1,COMP1110|COMP1140|COMP1510|COMP2500|COMP6442,,UGRD,In Person,https://programsandcourses.anu.edu.au/2017/course/COMP2100
COMP2100,2018,Software Design Methodologies,6,6,S1|S2,COMP1100|COMP1130|COMP1110|COMP1140|COMP1510|COMP2500|COMP6442,,UGRD,In Person,https://programsandcourses.anu.edu.au/2018/course/COMP2100
COMP2100,2019,Software Design Methodologies,6,6,S1|S2,COMP1100|COMP1130|COMP1110|COMP1140|COMP1510|COMP2500|COMP6442,,UGRD,In Person,https://programsandcourses.anu.edu.au/2019/course/COMP2100
COMP2100,2020,Software Design Methodologies,6,6,S1|S2,COMP1100|COMP1130|COMP1110|COMP1140|COMP1510|COMP2500|COMP6442,,UGRD,In Person,https://programsandcourses.anu.edu.au/2020/course/COMP2100
COMP2100,2021,Software Design Methodologies,6,6,S1|S2,COMP1100|COMP1130|COMP1110|COMP1140|COMP1510|COMP2500|COMP6442,,UGRD,In Person,https://programsandcourses.anu.edu.au/2021/course/COMP2100
COMP2100,2022,Software Design Methodologies,6,6,S1|S2,COMP1100|COMP1130|COMP1110|COMP1140|COMP1510|COMP2500|COMP6442,,UGRD,In Person,https://programsandcourses.anu.edu.au/2022/course/COMP2100
COMP2100,2023,Software Design Methodologies,6,6,S1|S2,COMP1100|COMP1130|COMP1110|COMP1140|COMP1510|COMP2500|COMP6442,,UGRD,In Person,https://programsandcourses.anu.edu.au/2023/course/COMP2100
COMP2100,2024,Software Construction,6,6,S1|S2,COMP1110|COMP1140|COMP2500|COMP6442,,UGRD,In Person,https://programsandcourses.anu.edu.au/2024/course/COMP2100
COMP2100,2025,Software Construction,6,6,S1|S2,COMP1110|COMP1140|COMP2500|COMP6442,,UGRD,In Person,https://programsandcourses.anu.edu.au/2025/course/COMP2100
COMP2100,2026,Software Construction,6,6,S1|S2,COMP1110|COMP1140|COMP6442,,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/COMP2100
COMP2100,2027,Software Construction,6,6,S1|S2,COMP1110|COMP1140|COMP6442,,UGRD,In Person,https://programsandcourses.anu.edu.au/2027/course/COMP2100
COMP2120,2017,Software Engineering,6,6,UNKNOWN,COMP2100,,UGRD,In Person,https://programsandcourses.anu.edu.au/2017/course/COMP2120
COMP2120,2018,Software Engineering,6,6,S2,COMP2100|COMP2500|INFS2024,,UGRD,In Person,https://programsandcourses.anu.edu.au/2018/course/COMP2120
COMP2120,2019,Software Engineering,6,6,S2,COMP2100|COMP2500,COMP2130|COMP6120|COMP6311,UGRD,In Person,https://programsandcourses.anu.edu.au/2019/course/COMP2120
COMP2120,2020,Software Engineering,6,6,S2,COMP2100|COMP2500,COMP2130|COMP6120|COMP6311,UGRD,In Person,https://programsandcourses.anu.edu.au/2020/course/COMP2120
COMP2120,2021,Software Engineering,6,6,S2,COMP2100|COMP2500,COMP2130|COMP6120|COMP6311,UGRD,In Person,https://programsandcourses.anu.edu.au/2021/course/COMP2120
COMP2120,2022,Software Engineering,6,6,S2,COMP2100|COMP2500,COMP2130|COMP6120|COMP6311,UGRD,In Person,https://programsandcourses.anu.edu.au/2022/course/COMP2120
COMP2120,2023,Software Engineering,6,6,S2,COMP2100|COMP2500,COMP2130|COMP6120|COMP6311,UGRD,In Person,https://programsandcourses.anu.edu.au/2023/course/COMP2120
COMP2120,2024,Software Engineering,6,6,S2,COMP2100,COMP2130|COMP6120|COMP6311,UGRD,In Person,https://programsandcourses.anu.edu.au/2024/course/COMP2120
COMP2120,2025,Software Engineering,6,6,S2,COMP2100,COMP2130|COMP6120|COMP6311,UGRD,In Person,https://programsandcourses.anu.edu.au/2025/course/COMP2120
COMP2120,2026,Software Engineering,6,6,S2,COMP2100,COMP2130|COMP6120|COMP6311,UGRD,In Person,https://programsandcourses.anu.edu.au/2026/course/COMP2120
